file_name,sgpa,cgpa
20010101034_1800265814.html,581,677
20010101034_1800265933.html,581,677
20010101034_1800265934.html,461,648
20010101035_1800265267.html,801,
20010101035_1800265469.html,742,789
20010101035_1800265814.html,781,788
20010101035_1800265934.html,817,792
20010101036_1800265267.html,721,
20010101036_1800265331.html,742,
20010101036_1800265469.html,688,715
20010101036_1800265814.html,726,717
20010101036_1800265934.html,752,722
20010101037_1800265267.html,881,
20010101037_1800265469.html,825,870
20010101037_1800265814.html,819,860
20010101037_1800265934.html,852,859
20010101039_1800265267.html,674,
20010101039_1800265331.html,692,301
20010101039_1800265469.html,467,634
20010101039_1800265499.html,608,692
20010101039_1800265788.html,608,692
20010101039_1800265790.html,467,634
20010101039_1800265814.html,667,640
20010101039_1800265932.html,567,666
20010101039_1800265934.html,648,664
20010101040_1800265267.html,861,
20010101040_1800265469.html,767,843
20010101040_1800265814.html,800,835
20010101040_1800265934.html,839,835
20010101041_1800265267.html,492,401401402
20010101041_1800265331.html,543,305301302303304
20010101041_1800265469.html,213,452
20010101041_1800265499.html,315,568
20010101041_1800265500.html,333,510
20010101041_1800265788.html,385,592
20010101041_1800265789.html,400,545
20010101041_1800265790.html,263,489
20010101041_1800265814.html,363,466
20010101041_1800265930.html,558,653
20010101041_1800265931.html,400,591
20010101041_1800265932.html,446,562
20010101041_1800265933.html,496,550
20010101041_1800265934.html,496,543
20010101042_1800265267.html,727,401
20010101042_1800265469.html,608,723
20010101042_1800265500.html,675,751
20010101042_1800265814.html,670,713
20010101042_1800265934.html,700,712
20010101043_1800265267.html,831,
20010101043_1800265469.html,717,808
20010101043_1800265814.html,711,791
20010101043_1800265934.html,774,788
20010101045_1800265267.html,806,
20010101045_1800265469.html,758,797
20010101045_1800265814.html,811,799
20010101045_1800265934.html,822,802
20010101046_1800265267.html,670,401403
20010101046_1800265469.html,408,619
20010101046_1800265814.html,000,507
20010101046_1800265934.html,400,492
20010101047_1800265267.html,681,
20010101047_1800265331.html,720,
20010101047_1800265469.html,625,670
20010101047_1800265814.html,626,662
20010101047_1800265934.html,661,662
20010101048_1800265267.html,679,401
20010101048_1800265331.html,726,301
20010101048_1800265469.html,642,698
20010101048_1800265499.html,731,747
20010101048_1800265814.html,437,650
20010101048_1800265934.html,665,659
20010101049_1800265267.html,874,
20010101049_1800265469.html,813,862
20010101049_1800265814.html,826,856
20010101049_1800265934.html,835,853
20010101050_1800265267.html,826,
20010101050_1800265469.html,763,813
20010101050_1800265814.html,789,809
20010101050_1800265934.html,809,809
20010101051_1800265267.html,580,401402403
20010101051_1800265331.html,654,301303
20010101051_1800265469.html,521,568
20010101051_1800265814.html,400,538
20010101051_1800265930.html,496,654
20010101051_1800265931.html,450,604
20010101051_1800265933.html,400,554
20010101051_1800265934.html,578,557
20010101052_1800265267.html,819,
20010101052_1800265469.html,771,810
20010101052_1800265814.html,730,795
20010101052_1800265934.html,822,799
20010101053_1800265267.html,783,
20010101053_1800265469.html,604,748
20010101053_1800265814.html,641,728
20010101053_1800265934.html,713,726
20010101054_1800265267.html,692,401
20010101054_1800265331.html,736,301
20010101054_1800265469.html,433,641
20010101054_1800265499.html,612,736
20010101054_1800265500.html,554,692
20010101054_1800265788.html,612,736
20010101054_1800265814.html,419,622
20010101054_1800265930.html,704,769
20010101054_1800265933.html,552,662
20010101054_1800265934.html,626,658
20010101055_1800265267.html,744,
20010101055_1800265331.html,768,
20010101055_1800265469.html,704,736
20010101055_1800265814.html,704,730
20010101055_1800265934.html,752,733
20010101056_1800265267.html,763,
20010101056_1800265469.html,667,744
20010101056_1800265814.html,744,744
20010101056_1800265934.html,757,746
20010101057_1800265267.html,764,
20010101057_1800265469.html,683,748
20010101057_1800265814.html,678,736
20010101057_1800265934.html,761,739
20010101059_1800265267.html,789,
20010101059_1800265469.html,704,777
20010101059_1800265814.html,756,773
20010101059_1800265934.html,770,773
20010101060_1800265267.html,796,
20010101060_1800265469.html,750,787
20010101060_1800265814.html,811,791
20010101060_1800265934.html,865,801
20010101061_1800265267.html,812,
20010101061_1800265469.html,721,794
20010101061_1800265814.html,770,790
20010101061_1800265934.html,822,794
20010101062_1800265267.html,862,
20010101062_1800265469.html,779,846
20010101062_1800265814.html,800,838
20010101062_1800265934.html,874,842
20010101063_1800265267.html,702,401
20010101063_1800265331.html,749,
20010101063_1800265469.html,558,687
20010101063_1800265814.html,659,701
20010101063_1800265934.html,787,712
20010101064_1800265267.html,827,
20010101064_1800265469.html,825,826
20010101064_1800265814.html,841,829
20010101064_1800265934.html,896,838
20010104001_1800265270.html,288,455
20010104001_1800265518.html,254,425
20010104001_1800265599.html,231,526
20010104001_1800265817.html,092,367
20010104001_1800265821.html,288,467
20010104001_1800265985.html,288,467
20010104001_1800265986.html,254,425
20010104001_1800265988.html,270,368
20010104002_1800265270.html,579,710
20010104002_1800265518.html,679,704
20010104002_1800265600.html,579,710
20010104002_1800265817.html,573,689
20010104002_1800265821.html,629,722
20010104002_1800265988.html,596,677
20010104003_1800265270.html,458,611
20010104003_1800265340.html,661,301
20010104003_1800265518.html,638,626
20010104003_1800265599.html,650,677
20010104003_1800265817.html,354,599
20010104003_1800265821.html,583,654
20010104003_1800265988.html,504,609
20010104004_1800265270.html,725,796
20010104004_1800265518.html,813,799
20010104004_1800265817.html,615,767
20010104004_1800265988.html,770,767
20010104006_1800265270.html,383,611
20010104006_1800265340.html,685,302
20010104006_1800265518.html,308,576
20010104006_1800265600.html,508,642
20010104006_1800265817.html,277,532
20010104006_1800265821.html,508,642
20010104006_1800265822.html,358,586
20010104006_1800265984.html,542,685
20010104006_1800265985.html,508,642
20010104006_1800265986.html,358,586
20010104006_1800265988.html,417,530
20010104007_1800265270.html,542,720
20010104007_1800265518.html,629,717
20010104007_1800265817.html,438,680
20010104007_1800265821.html,692,757
20010104007_1800265988.html,478,664
20010104008_1800265270.html,508,693
20010104008_1800265518.html,650,699
20010104008_1800265817.html,588,692
20010104008_1800265821.html,658,730
20010104008_1800265988.html,622,682
20010104009_1800265270.html,517,751
20010104009_1800265340.html,827,
20010104009_1800265518.html,546,750
20010104009_1800265600.html,717,800
20010104009_1800265817.html,542,726
20010104009_1800265822.html,621,765
20010104009_1800265988.html,600,709
20010104010_1800265270.html,596,756
20010104010_1800265518.html,738,770
20010104010_1800265817.html,542,730
20010104010_1800265988.html,696,746
20010104011_1800265270.html,542,746
20010104011_1800265518.html,767,787
20010104011_1800265600.html,729,792
20010104011_1800265817.html,681,768
20010104011_1800265988.html,778,770
20010104012_1800265270.html,325,621
20010104012_1800265340.html,718,301
20010104012_1800265518.html,442,628
20010104012_1800265599.html,704,742
20010104012_1800265600.html,463,673
20010104012_1800265817.html,296,580
20010104012_1800265821.html,529,690
20010104012_1800265822.html,442,641
20010104012_1800265985.html,529,690
20010104012_1800265988.html,287,548
20010104013_1800265270.html,663,805
20010104013_1800265518.html,729,784
20010104013_1800265817.html,677,765
20010104013_1800265988.html,704,757
20010104014_1800265270.html,571,703
20010104014_1800265518.html,596,697
20010104014_1800265817.html,538,669
20010104014_1800265988.html,643,675
20010104015_1800265270.html,638,771
20010104015_1800265518.html,754,790
20010104015_1800265600.html,750,799
20010104015_1800265817.html,665,768
20010104015_1800265988.html,730,763
20010104016_1800265270.html,708,813
20010104016_1800265518.html,763,803
20010104016_1800265817.html,727,790
20010104016_1800265988.html,757,785
20010104017_1800265270.html,667,797
20010104017_1800265518.html,821,821
20010104017_1800265600.html,767,821
20010104017_1800265817.html,715,803
20010104017_1800265988.html,778,799
20010104018_1800265270.html,417,650
20010104018_1800265340.html,726,
20010104018_1800265518.html,525,655
20010104018_1800265600.html,567,687
20010104018_1800265817.html,108,559
20010104018_1800265821.html,567,687
20010104018_1800265985.html,567,687
20010104018_1800265987.html,308,594
20010104018_1800265988.html,417,566
20010104019_1800265270.html,650,769
20010104019_1800265518.html,692,754
20010104019_1800265817.html,404,693
20010104019_1800265988.html,617,704
20010104020_1800265270.html,388,592
20010104020_1800265340.html,658,301304
20010104020_1800265518.html,271,539
20010104020_1800265600.html,438,604
20010104020_1800265817.html,235,493
20010104020_1800265821.html,488,616
20010104020_1800265822.html,271,548
20010104020_1800265988.html,561,523
20010104022_1800265270.html,288,556
20010104022_1800265340.html,643,302303304
20010104022_1800265518.html,321,525
20010104022_1800265599.html,400,643
20010104022_1800265817.html,092,481
20010104022_1800265820.html,400,643
20010104022_1800265821.html,463,599
20010104022_1800265822.html,421,564
20010104022_1800265984.html,508,681
20010104022_1800265985.html,463,628
20010104022_1800265986.html,421,587
20010104022_1800265988.html,435,522
20010104023_1800265270.html,692,766
20010104023_1800265518.html,763,766
20010104023_1800265817.html,712,756
20010104023_1800265988.html,743,754
20010104024_1800265270.html,533,726
20010104024_1800265518.html,700,730
20010104024_1800265817.html,650,728
20010104024_1800265821.html,658,756
20010104024_1800265988.html,639,716
20010104025_1800265270.html,592,760
20010104025_1800265518.html,767,776
20010104025_1800265817.html,500,728
20010104025_1800265988.html,691,737
20010104026_1800265270.html,546,736
20010104026_1800265518.html,725,748
20010104026_1800265600.html,621,754
20010104026_1800265817.html,727,745
20010104026_1800265988.html,804,753
20010104027_1800265270.html,821,870
20010104027_1800265518.html,854,867
20010104027_1800265817.html,819,859
20010104027_1800265988.html,857,858
20010104028_1800265270.html,425,691
20010104028_1800265518.html,658,714
20010104028_1800265600.html,575,728
20010104028_1800265817.html,450,668
20010104028_1800265821.html,575,728
20010104028_1800265985.html,650,746
20010104028_1800265988.html,761,703
20010104029_1800265270.html,608,789
20010104029_1800265518.html,746,795
20010104029_1800265817.html,665,772
20010104029_1800265988.html,791,775
20010104030_1800265270.html,633,774
20010104030_1800265518.html,721,786
20010104030_1800265600.html,746,802
20010104030_1800265817.html,596,753
20010104030_1800265988.html,530,739
20010104031_1800265270.html,592,733
20010104031_1800265518.html,692,742
20010104031_1800265600.html,679,754
20010104031_1800265817.html,658,727
20010104031_1800265988.html,709,725
20010104032_1800265270.html,229,413
20010104032_1800265340.html,473,301305302304
20010104032_1800265518.html,138,359
20010104032_1800265597.html,571,563
20010104032_1800265599.html,308,473
20010104032_1800265817.html,096,324
20010104032_1800265819.html,588,571
20010104032_1800265820.html,354,495
20010104032_1800265988.html,478,344
20010104033_1800265270.html,496,700
20010104033_1800265518.html,579,706
20010104033_1800265600.html,646,737
20010104033_1800265817.html,335,655
20010104033_1800265988.html,548,671
20010104036_1800265270.html,563,733
20010104036_1800265518.html,679,722
20010104036_1800265600.html,563,733
20010104036_1800265817.html,454,675
20010104036_1800265821.html,563,733
20010104036_1800265985.html,613,745
20010104036_1800265988.html,561,683
20010104037_1800265270.html,604,743
20010104037_1800265518.html,733,763
20010104037_1800265600.html,717,770
20010104037_1800265817.html,681,749
20010104037_1800265988.html,761,750
20010104038_1800265270.html,538,680
20010104038_1800265340.html,726,301
20010104038_1800265518.html,413,663
20010104038_1800265599.html,712,761
20010104038_1800265600.html,613,724
20010104038_1800265817.html,415,640
20010104038_1800265822.html,538,688
20010104038_1800265986.html,588,698
20010104038_1800265988.html,496,642
20010104039_1800265270.html,521,722
20010104039_1800265518.html,708,752
20010104039_1800265600.html,683,762
20010104039_1800265817.html,685,740
20010104039_1800265988.html,761,743
20010104040_1800265270.html,713,781
20010104040_1800265518.html,792,783
20010104040_1800265817.html,754,778
20010104040_1800265988.html,678,764
20010104041_1800265270.html,696,756
20010104041_1800265518.html,750,755
20010104041_1800265817.html,685,743
20010104041_1800265988.html,552,717
20010104042_1800265270.html,558,768
20010104042_1800265518.html,742,795
20010104042_1800265600.html,721,808
20010104042_1800265817.html,735,784
20010104042_1800265988.html,791,785
20010104043_1800265270.html,729,821
20010104043_1800265518.html,783,814
20010104043_1800265817.html,765,805
20010104043_1800265988.html,778,802
20010104044_1800265270.html,275,498
20010104044_1800265340.html,570,305301302304
20010104044_1800265518.html,129,435
20010104044_1800265599.html,288,570
20010104044_1800265600.html,325,510
20010104044_1800265817.html,142,384
20010104044_1800265820.html,288,570
20010104044_1800265821.html,325,510
20010104044_1800265984.html,288,570
20010104044_1800265985.html,325,510
20010104044_1800265986.html,129,435
20010104044_1800265988.html,357,380
20010104045_1800265270.html,517,738
20010104045_1800265518.html,696,747
20010104045_1800265817.html,692,751
20010104045_1800265821.html,692,781
20010104045_1800265988.html,765,753
20010104046_1800265270.html,738,797
20010104046_1800265518.html,704,779
20010104046_1800265817.html,765,776
20010104046_1800265988.html,726,770
20010104047_1800265270.html,763,808
20010104047_1800265340.html,823,
20010104047_1800265518.html,729,793
20010104047_1800265817.html,746,784
20010104047_1800265988.html,726,777
20010104048_1800265270.html,688,767
20010104048_1800265518.html,708,756
20010104048_1800265817.html,715,749
20010104048_1800265988.html,722,745
20010104050_1800265270.html,796,856
20010104050_1800265518.html,863,857
20010104050_1800265817.html,823,851
20010104050_1800265988.html,700,831
20010104051_1800265270.html,717,761
20010104051_1800265518.html,750,759
20010104051_1800265817.html,727,753
20010104051_1800265988.html,761,754
20010104052_1800265270.html,729,811
20010104052_1800265518.html,454,741
20010104052_1800265817.html,265,682
20010104052_1800265988.html,478,678
20010104053_1800265270.html,700,782
20010104053_1800265518.html,708,767
20010104053_1800265817.html,554,730
20010104053_1800265988.html,717,747
20010104054_1800265270.html,758,836
20010104054_1800265518.html,788,826
20010104054_1800265817.html,735,810
20010104054_1800265988.html,761,804
20010104055_1800265270.html,679,796
20010104055_1800265340.html,834,
20010104055_1800265518.html,733,784
20010104055_1800265817.html,712,771
20010104055_1800265988.html,757,769
20010104056_1800265270.html,767,810
20010104056_1800265518.html,800,808
20010104056_1800265817.html,754,799
20010104056_1800265988.html,791,798
20010104057_1800265270.html,204,316
20010104057_1800265340.html,353,301305301303
20010104057_1800265518.html,000,269
20010104057_1800265600.html,279,335
20010104057_1800265817.html,077,235
20010104057_1800265986.html,000,269
20010104057_1800265987.html,227,261
20010104057_1800265988.html,417,274
20010104058_1800265270.html,671,751
20010104058_1800265518.html,767,754
20010104058_1800265817.html,673,740
20010104058_1800265988.html,765,743
20010104059_1800265270.html,488,678
20010104059_1800265518.html,388,620
20010104059_1800265817.html,492,618
20010104059_1800265821.html,538,690
20010104059_1800265822.html,463,645
20010104059_1800265985.html,613,708
20010104059_1800265986.html,513,670
20010104059_1800265988.html,687,654
20010104060_1800265270.html,733,804
20010104060_1800265518.html,771,798
20010104060_1800265817.html,596,762
20010104060_1800265988.html,752,775
20010104061_1800265270.html,708,817
20010104061_1800265518.html,742,802
20010104061_1800265817.html,696,784
20010104061_1800265988.html,735,777
20010104062_1800265270.html,404,577
20010104062_1800265340.html,632,302303304
20010104062_1800265518.html,188,500
20010104062_1800265599.html,404,632
20010104062_1800265600.html,404,577
20010104062_1800265817.html,196,466
20010104062_1800265820.html,404,632
20010104062_1800265821.html,454,589
20010104062_1800265822.html,254,523
20010104062_1800265984.html,404,632
20010104062_1800265985.html,504,601
20010104062_1800265988.html,439,483
20010104063_1800265270.html,654,731
20010104063_1800265518.html,721,729
20010104063_1800265817.html,654,716
20010104063_1800265988.html,587,698
20010107001_1800265281.html,795,401
20010107001_1800265540.html,856,827
20010107001_1800265545.html,824,820
20010107001_1800265780.html,89259259259,83918918919
20010107001_1800265922.html,863,842
20010107002_1800265281.html,619,401403404410
20010107002_1800265540.html,336,607
20010107002_1800265545.html,588,678
20010107002_1800265778.html,588,678
20010107002_1800265779.html,336,607
20010107002_1800265780.html,21481481481,53581081081
20010107002_1800265918.html,588,678
20010107002_1800265919.html,336,607
20010107002_1800265920.html,215,536
20010107002_1800265922.html,554,538
20010107003_1800265281.html,814,
20010107003_1800265540.html,824,818
20010107003_1800265780.html,87037037037,8277027027
20010107003_1800265922.html,808,825
20010107004_1800265281.html,717,
20010107004_1800265540.html,732,719
20010107004_1800265780.html,69259259259,71418918919
20010107004_1800265922.html,750,719
20010107005_1800265281.html,709,401410
20010107005_1800265540.html,74,745
20010107005_1800265545.html,748,747
20010107005_1800265780.html,78518518519,7527027027
20010107005_1800265922.html,808,760
20010107008_1800265281.html,760,
20010107008_1800265540.html,812,783
20010107008_1800265780.html,78888888889,78445945946
20010107008_1800265922.html,808,788
20010107009_1800265281.html,831,
20010107009_1800265540.html,804,828
20010107009_1800265780.html,85925925926,83378378378
20010107009_1800265922.html,858,837
20010107010_1800265281.html,802,
20010107010_1800265540.html,82,803
20010107010_1800265780.html,83703703704,80945945946
20010107010_1800265922.html,833,813
20010203001_1800265235.html,,
20010203001_1800265242.html,,
20010203001_1800265243.html,723,777
20010203001_1800265284.html,737,
20010203001_1800265591.html,730,
20010203001_1800265762.html,736,
20010203001_1800266013.html,817391304347826,747093023255814
20010203002_1800265235.html,,
20010203002_1800265242.html,,
20010203002_1800265243.html,619,730
20010203002_1800265284.html,739,
20010203002_1800265364.html,773,
20010203002_1800265591.html,738,
20010203002_1800265762.html,726,606
20010203002_1800266012.html,748148148148148,739597315436242
20010203002_1800266013.html,808695652173913,748837209302326
20010203003_1800265235.html,,
20010203003_1800265242.html,,
20010203003_1800265243.html,854,882
20010203003_1800265284.html,866,
20010203003_1800265591.html,854,
20010203003_1800265762.html,851,
20010203003_1800266013.html,865217391304348,852906976744186
20010203005_1800265235.html,,
20010203005_1800265242.html,,
20010203005_1800265243.html,573,654
20010203005_1800265284.html,663,
20010203005_1800265591.html,665,
20010203005_1800265762.html,671,
20010203005_1800266013.html,743478260869565,680813953488372
20010203006_1800265235.html,,
20010203006_1800265242.html,,
20010203006_1800265243.html,773,799
20010203006_1800265284.html,785,
20010203006_1800265591.html,783,
20010203006_1800265762.html,785,
20010203006_1800266013.html,852173913043478,793604651162791
20010203007_1800265235.html,,
20010203007_1800265242.html,,
20010203007_1800265243.html,719,777
20010203007_1800265284.html,767,
20010203007_1800265591.html,768,
20010203007_1800265762.html,768,
20010203007_1800266013.html,804347826086956,772674418604651
20010203009_1800265235.html,,
20010203009_1800265242.html,,
20010203009_1800265243.html,738,776
20010203009_1800265284.html,752,
20010203009_1800265591.html,744,
20010203009_1800265762.html,750,
20010203009_1800266013.html,804347826086956,757558139534884
20010203010_1800265235.html,,
20010203010_1800265242.html,,
20010203010_1800265243.html,485,636
20010203010_1800265284.html,631,401402
20010203010_1800265364.html,693,
20010203010_1800265590.html,673,
20010203010_1800265591.html,656,503
20010203010_1800265762.html,667,
20010203010_1800266013.html,71304347826087,673255813953488
20010203011_1800265235.html,,
20010203011_1800265242.html,,
20010203011_1800265243.html,735,773
20010203011_1800265284.html,732,
20010203011_1800265591.html,721,
20010203011_1800265762.html,717,
20010203011_1800266013.html,534782608695652,692441860465116
20010203012_1800265235.html,,
20010203012_1800265242.html,,
20010203012_1800265243.html,788,799
20010203012_1800265284.html,777,
20010203012_1800265591.html,770,
20010203012_1800265762.html,772,
20010203012_1800266013.html,760869565217391,770348837209302
20010203013_1800265235.html,,
20010203013_1800265242.html,,
20010203013_1800265243.html,696,707
20010203013_1800265284.html,702,
20010203013_1800265591.html,680,504
20010203013_1800265761.html,695,
20010203013_1800265762.html,697,
20010203013_1800266013.html,734782608695652,701744186046512
20010203014_1800265235.html,,
20010203014_1800265242.html,,
20010203014_1800265243.html,612,708
20010203014_1800265284.html,723,
20010203014_1800265364.html,746,
20010203014_1800265591.html,700,504
20010203014_1800265761.html,715,
20010203014_1800265762.html,701,
20010203014_1800266013.html,582608695652174,684883720930233
20010203015_1800265235.html,,
20010203015_1800265242.html,,
20010203015_1800265243.html,650,762
20010203015_1800265284.html,754,
20010203015_1800265364.html,778,
20010203015_1800265591.html,751,
20010203015_1800265762.html,746,
20010203015_1800266013.html,808695652173913,75406976744186
20010203016_1800265235.html,,
20010203016_1800265242.html,,
20010203016_1800265243.html,865,851
20010203016_1800265284.html,826,
20010203016_1800265591.html,817,
20010203016_1800265762.html,810,
20010203016_1800266013.html,8,808720930232558
20010203018_1800265235.html,,
20010203018_1800265242.html,,
20010203018_1800265243.html,942,935
20010203018_1800265284.html,907,
20010203018_1800265591.html,898,
20010203018_1800265762.html,889,
20010203018_1800266013.html,921739130434783,893604651162791
20010203019_1800265235.html,,
20010203019_1800265242.html,,
20010203019_1800265243.html,681,701
20010203019_1800265284.html,542,409401402404402411405412
20010203019_1800265590.html,554,401402404402411405412
